srcip,sport,dstip,dsport,proto,state,duration,sbytes,dbytes,label
10.0.0.[  0   0   0 ... 214 214 214],65295,1.1.1.1,53,icmp,INT,0.15035890479141936,1311,1531,0
192.168.1.[  0   0   0 ... 214 214 214],52155,192.168.0.1,80,icmp,CON,0.023890006208653468,832,300,1
192.168.1.[  0   0   0 ... 214 214 214],21031,192.168.0.1,22,udp,CON,0.42544952056016744,541,370,0
192.168.1.[  0   0   0 ... 214 214 214],46198,192.168.0.1,443,tcp,REQ,0.6678328107990992,111,452,0
192.168.1.[  0   0   0 ... 214 214 214],51040,1.1.1.1,22,udp,REQ,0.08055383960477423,358,1078,0
192.168.1.[  0   0   0 ... 214 214 214],63014,192.168.0.1,443,tcp,REQ,1.3677733518067,386,1665,0
10.0.0.[  0   0   0 ... 214 214 214],50243,192.168.0.1,443,udp,INT,0.2454146285967295,229,2930,0
10.0.0.[  0   0   0 ... 214 214 214],43781,8.8.8.8,80,icmp,FIN,1.6775629188193057,1210,2037,0
10.0.0.[  0   0   0 ... 214 214 214],26926,8.8.8.8,53,icmp,REQ,0.6635538144322864,60,325,1
192.168.1.[  0   0   0 ... 214 214 214],63626,8.8.8.8,53,udp,FIN,1.2194064778347264,29,300,0
192.168.1.[  0   0   0 ... 214 214 214],15113,1.1.1.1,22,udp,FIN,0.5644186098985944,518,1289,1
192.168.1.[  0   0   0 ... 214 214 214],34078,192.168.0.1,80,icmp,REQ,0.2973166116443194,1012,1213,0
10.0.0.[  0   0   0 ... 214 214 214],27462,1.1.1.1,53,udp,FIN,1.2814694906371116,47,847,1
192.168.1.[  0   0   0 ... 214 214 214],50573,8.8.8.8,53,tcp,INT,0.22799746136240667,123,753,0
192.168.1.[  0   0   0 ... 214 214 214],11893,8.8.8.8,80,udp,FIN,0.5977254491159103,1516,126,1
10.0.0.[  0   0   0 ... 214 214 214],61626,192.168.0.1,53,icmp,REQ,0.12215609849088883,1002,3419,0
192.168.1.[  0   0   0 ... 214 214 214],11653,1.1.1.1,443,udp,REQ,1.6696997655911394,360,2095,1
10.0.0.[  0   0   0 ... 214 214 214],40420,8.8.8.8,22,udp,INT,0.1800066744279594,3089,1328,1
10.0.0.[  0   0   0 ... 214 214 214],30521,1.1.1.1,53,tcp,CON,0.13121190563459886,45,420,0
10.0.0.[  0   0   0 ... 214 214 214],2675,8.8.8.8,80,udp,INT,0.38967035361289626,604,1345,0
192.168.1.[  0   0   0 ... 214 214 214],19310,192.168.0.1,53,icmp,REQ,0.13984404717420712,828,1118,1
192.168.1.[  0   0   0 ... 214 214 214],29201,8.8.8.8,443,udp,INT,0.4155729465075717,3884,518,0
192.168.1.[  0   0   0 ... 214 214 214],64544,1.1.1.1,443,icmp,FIN,0.5603218862170998,2066,1008,0
192.168.1.[  0   0   0 ... 214 214 214],51101,8.8.8.8,22,udp,REQ,0.31598981467099,4658,776,0
192.168.1.[  0   0   0 ... 214 214 214],55891,8.8.8.8,443,tcp,REQ,0.4935976462426411,214,464,1
192.168.1.[  0   0   0 ... 214 214 214],36315,1.1.1.1,443,icmp,REQ,0.421678606467245,2225,778,1
192.168.1.[  0   0   0 ... 214 214 214],18282,1.1.1.1,443,icmp,INT,0.30672518895241824,71,303,0
10.0.0.[  0   0   0 ... 214 214 214],10240,192.168.0.1,443,icmp,INT,0.5617207579561928,778,1155,0
192.168.1.[  0   0   0 ... 214 214 214],30392,192.168.0.1,53,tcp,REQ,0.4266436893053851,768,1084,0
10.0.0.[  0   0   0 ... 214 214 214],12624,1.1.1.1,22,icmp,INT,0.0920498853613624,2005,775,0
192.168.1.[  0   0   0 ... 214 214 214],37050,1.1.1.1,53,icmp,FIN,0.6634124333174362,775,784,1
192.168.1.[  0   0   0 ... 214 214 214],9113,8.8.8.8,80,tcp,INT,0.2714463110476939,2220,1523,0
192.168.1.[  0   0   0 ... 214 214 214],19636,8.8.8.8,22,tcp,INT,0.6679365860721844,1701,717,1
10.0.0.[  0   0   0 ... 214 214 214],33937,8.8.8.8,80,udp,REQ,2.704584962412842,1325,430,0
10.0.0.[  0   0   0 ... 214 214 214],41573,192.168.0.1,443,icmp,CON,0.053862461872906185,702,60,0
10.0.0.[  0   0   0 ... 214 214 214],4119,8.8.8.8,443,udp,CON,0.2543148408052142,696,84,1
10.0.0.[  0   0   0 ... 214 214 214],22801,1.1.1.1,22,tcp,REQ,0.7646510057785014,216,594,0
192.168.1.[  0   0   0 ... 214 214 214],60582,192.168.0.1,443,tcp,INT,0.18603365054469043,901,540,0
10.0.0.[  0   0   0 ... 214 214 214],40686,8.8.8.8,22,udp,CON,0.2710730834897206,1921,1918,0
192.168.1.[  0   0   0 ... 214 214 214],16590,192.168.0.1,80,udp,INT,0.4457632766809437,841,872,0
192.168.1.[  0   0   0 ... 214 214 214],32675,8.8.8.8,443,udp,CON,1.0761429215383405,314,385,1
10.0.0.[  0   0   0 ... 214 214 214],19545,8.8.8.8,22,tcp,FIN,0.5568477632691347,557,1266,0
10.0.0.[  0   0   0 ... 214 214 214],52127,192.168.0.1,53,icmp,CON,0.23965131677240162,438,792,0
10.0.0.[  0   0   0 ... 214 214 214],19155,8.8.8.8,22,icmp,CON,0.29882974879408386,200,145,1
10.0.0.[  0   0   0 ... 214 214 214],11333,1.1.1.1,80,udp,REQ,0.33508374602758667,726,942,0
10.0.0.[  0   0   0 ... 214 214 214],20570,192.168.0.1,443,udp,INT,0.07738040101060781,1513,83,1
10.0.0.[  0   0   0 ... 214 214 214],16510,1.1.1.1,80,icmp,CON,0.07396292935714446,369,90,1
10.0.0.[  0   0   0 ... 214 214 214],24647,1.1.1.1,53,tcp,CON,0.13765550721597367,1324,196,0
